,Site_Id,Salinity (ppt),Dissolved Oxygen (mg/L),pH (standard units),Secchi Depth (m),Water Depth (m),Water Temp (?C),Air Temp-Celsius,Air Temp (?F),AirTemp (C)
1104,C,0.0,,7.0,0.5,0.5,22.0,,68.0,20.0
1105,C,0.0,,7.0,0.4,0.4,28.0,,73.4,23.0
1106,C,0.0,2.7,6.5,0.2,0.2,26.0,,73.0,22.77777778
1107,C,0.0,,7.0,0.3,0.3,29.0,,79.0,26.11111111
1108,C,0.0,6.8,6.5,0.2,0.2,28.0,,80.0,26.66666667
1109,C,0.0,,6.5,0.7,0.7,24.0,,71.0,21.66666667
1110,C,0.0,5.2,6.5,0.4,0.4,20.0,,66.0,18.88888889
1111,C,0.0,,6.5,0.1,0.1,25.0,,74.0,23.33333333
1112,C,0.0,3.2,,0.2,0.2,,,67.0,19.44444444
1113,C,0.0,4.9,6.5,0.1,0.1,17.0,,61.0,16.11111111
1114,C,0.0,,6.5,1.0,1.0,18.0,,65.0,18.33333333
1115,C,0.0,6.9,6.5,0.1,0.1,14.0,,65.0,18.33333333
1116,C,0.0,,8.0,0.2,0.2,13.0,,58.0,14.44444444
1117,D,0.0,8.1,6.5,1.2,1.6,9.0,,48.0,8.888888889
1118,D,0.0,,6.5,1.4,1.4,10.0,,47.0,8.333333333
1119,D,0.0,8.2,,1.4,1.4,9.0,,53.6,12.0
1120,D,,,6.5,1.5,1.5,7.0,,41.0,5.0
1121,D,0.0,8.7,6.5,1.4,1.4,10.0,,56.0,13.33333333
1122,D,0.0,,6.5,1.3,1.3,13.0,,44.6,7.0
1123,D,0.0,6.2,6.5,1.2,1.4,15.0,,59.0,15.0
1124,D,0.0,,6.5,1.1,1.3,18.0,,62.6,17.0
1125,D,0.0,6.6,6.5,1.4,1.4,19.0,,60.8,16.0
1126,D,0.0,,6.5,1.2,1.5,21.0,,71.0,21.66666667
1127,D,0.0,,6.5,1.1,1.3,28.0,,77.0,25.0
1128,D,0.0,,6.5,0.5,1.5,28.0,,73.4,23.0
1129,D,0.0,2.7,6.5,0.15,0.2,29.0,,,-17.77777778
1130,D,0.0,,6.5,0.6,1.6,30.0,,79.0,26.11111111
1131,D,0.0,3.9,5.0,0.65,1.3,25.0,,79.0,26.11111111
1132,D,0.0,,6.0,0.7,1.65,24.0,,71.0,21.66666667
1133,D,0.0,5.8,6.5,0.9,1.5,20.0,,66.0,18.88888889
1134,D,0.0,,6.5,1.0,1.4,22.0,,73.0,22.77777778
1135,D,0.0,5.3,6.5,0.2,0.6,20.0,,67.0,19.44444444
1136,D,0.0,5.9,6.5,1.3,1.3,13.0,,60.0,15.55555556
1137,D,0.0,,6.5,1.0,1.5,17.0,,65.0,18.33333333
1138,D,0.0,6.7,6.5,1.2,1.5,14.5,,65.0,18.33333333
1139,D,0.0,,6.5,1.4,1.4,13.0,,58.0,14.44444444
1140,Bay,0.0,0.8,6.0,0.6,0.6,9.0,,,-17.77777778
1141,Bay,0.0,7.5,6.5,0.3,0.7,9.0,,45.0,7.222222222
1142,Bay,0.0,7.8,6.5,0.5,0.5,7.0,,51.8,11.0
1143,Bay,0.0,8.7,6.5,0.4,0.4,7.0,,30.0,-1.111111111
1144,Bay,1.0,9.7,6.5,0.2,0.4,10.0,,59.0,15.0
1145,Bay,0.0,7.5,7.0,0.2,0.6,11.0,,48.0,8.888888889
1146,Bay,0.0,7.7,6.5,0.5,0.5,13.0,,53.0,11.66666667
1147,Bay,1.0,6.9,6.5,0.3,0.5,17.0,,62.6,17.0
1148,Bay,0.0,7.4,6.5,0.1,0.1,19.0,,60.8,16.0
1149,Bay,0.0,7.3,6.5,0.5,0.8,20.0,,71.6,22.0
1150,Bay,0.0,6.1,6.5,0.5,0.65,25.0,,77.0,25.0
1151,Bay,0.0,6.8,6.5,0.5,0.7,22.0,,68.0,20.0
1152,Bay,0.0,6.0,6.5,0.4,0.8,27.0,,73.4,23.0
1153,Bay,0.0,5.3,6.0,2.0,5.0,27.0,,73.0,22.77777778
1154,Bay,0.0,6.9,6.0,0.4,0.6,28.0,,78.8,26.0
1155,Bay,0.0,7.2,7.0,0.4,0.55,25.0,,79.0,26.11111111
1156,Bay,0.0,6.3,7.0,0.45,0.9,23.0,,70.0,21.11111111
1157,Bay,0.0,6.3,7.0,0.5,0.7,19.0,,65.0,18.33333333
1158,Bay,0.0,7.0,7.0,0.4,0.7,22.0,,73.0,22.77777778
1159,Bay,8.0,0.1,7.0,0.4,0.7,18.0,,65.0,18.33333333
1160,Bay,0.0,7.6,6.5,0.3,0.3,11.0,,60.0,15.55555556
1161,Bay,0.0,7.7,6.5,0.6,0.9,18.0,,65.0,18.33333333
1162,Bay,0.0,6.3,6.5,0.5,0.7,14.0,,65.0,18.33333333
1163,Bay,0.0,8.0,6.5,0.4,0.4,13.0,,50.0,10.0
1164,A,0.0,,6.5,0.6,0.9,14.0,,56.0,13.33333333
1165,A,0.0,9.8,7.0,0.7,0.7,7.0,,47.0,8.333333333
1166,A,0.0,,7.0,0.7,0.7,5.0,,43.0,6.111111111
1167,A,0.0,8.8,7.0,1.0,1.0,5.0,,26.0,-3.333333333
1168,A,,,7.0,0.8,0.9,11.0,,48.0,8.888888889
1169,A,0.0,,7.0,0.6,0.9,15.0,,47.0,8.333333333
1170,A,0.0,,7.0,0.7,0.8,13.0,,52.0,11.11111111
1171,A,0.0,,6.5,0.6,0.9,19.0,,59.0,15.0
1172,A,0.0,,7.0,0.5,0.5,26.0,,75.0,23.88888889
1173,A,0.0,,6.5,0.9,0.9,23.0,,67.0,19.44444444
1174,A,0.0,,7.5,0.9,1.0,28.0,,74.0,23.33333333
1175,A,0.0,,7.0,0.8,1.0,30.0,,82.0,27.77777778
1176,A,0.0,3.7,7.0,0.5,0.75,30.0,,79.0,26.11111111
1177,A,0.0,,6.5,0.5,0.8,28.0,,82.0,27.77777778
1178,A,0.0,2.3,7.0,0.8,0.8,26.0,,81.0,27.22222222
1179,A,0.0,,7.5,0.5,0.9,25.0,,73.0,22.77777778
1180,A,0.0,,7.0,0.2,1.0,27.0,,66.0,18.88888889
1181,A,0.0,3.8,,0.3,1.0,23.0,,70.0,21.11111111
1182,A,0.0,,7.0,0.65,1.1,28.0,,69.0,20.55555556
1183,A,0.0,3.9,7.0,0.8,1.0,13.0,,59.0,15.0
1184,A,0.0,,6.5,0.7,1.9,5.0,,37.0,2.777777778
1185,A,0.0,,6.5,0.5,1.0,7.0,,44.0,6.666666667
1186,B,0.0,,7.0,0.2,0.2,13.0,,56.0,13.33333333
1187,B,0.0,6.8,7.0,0.3,0.3,6.0,,47.0,8.333333333
1188,B,0.0,,7.0,0.3,0.3,5.0,,43.0,6.111111111
1189,B,0.0,10.0,6.5,0.2,0.2,2.0,,26.0,-3.333333333
1190,B,,,6.5,0.3,0.3,10.0,,48.0,8.888888889
1191,B,0.0,9.4,6.5,0.15,0.15,14.0,,51.0,10.55555556
1192,B,0.0,,7.0,0.3,0.3,13.0,,47.0,8.333333333
1193,B,0.0,8.1,6.5,0.2,0.2,13.0,,32.0,0.0
1194,B,0.0,,6.5,0.3,0.3,19.0,,59.0,15.0
1195,B,0.0,5.9,8.5,0.3,0.3,23.0,,66.0,18.88888889
1196,B,0.0,,7.5,0.3,0.3,25.0,,74.0,23.33333333
1197,B,0.0,,7.0,0.4,0.4,23.0,,67.0,19.44444444
1198,B,0.0,3.1,7.5,0.3,0.3,25.0,,73.0,22.77777778
1199,B,0.0,,7.0,0.3,0.3,30.0,,82.0,27.77777778
1200,B,0.0,2.6,6.5,0.25,0.25,29.0,,80.0,26.66666667
1201,B,0.0,,6.5,0.2,0.2,28.0,,82.0,27.77777778
1202,B,0.0,,8.5,0.1,0.2,30.0,,82.0,27.77777778
1203,B,0.0,,8.0,0.3,0.3,26.0,,74.0,23.33333333
1204,B,0.0,,7.5,0.3,0.3,23.0,,66.0,18.88888889
1205,B,0.0,4.9,,0.3,0.48,23.0,,70.0,21.11111111
1206,B,0.0,,7.0,0.2,0.2,28.0,,69.0,20.55555556
1207,B,0.0,6.2,7.0,0.4,0.4,12.0,,57.0,13.88888889
1208,B,0.0,,7.0,0.4,0.5,5.0,,37.0,2.777777778
1209,B,0.0,,6.5,0.5,0.5,8.0,,44.0,6.666666667
1210,C,0.0,9.3,8.0,0.2,0.2,5.0,,43.0,6.111111111
1211,C,0.0,,7.0,0.5,0.5,4.0,,26.0,-3.333333333
1212,C,,7.7,7.0,0.4,0.4,,,48.0,8.888888889
1213,C,0.0,,7.0,0.5,0.5,15.0,,52.0,11.11111111
1214,C,0.0,8.4,7.0,0.4,0.4,15.0,,47.0,8.333333333
1215,C,0.0,,7.5,0.45,0.45,13.0,,52.0,11.11111111
1216,C,0.0,5.8,7.5,0.4,0.4,19.0,,59.0,15.0
1217,C,0.0,,8.5,0.2,0.2,24.0,,66.0,18.88888889
1218,C,0.0,,8.5,0.1,0.1,26.0,,74.0,23.33333333
1219,C,1.0,5.1,8.0,0.3,0.3,21.0,,67.0,19.44444444
1220,C,0.0,,7.5,0.5,0.5,26.0,,74.0,23.33333333
1221,C,0.0,4.3,6.7,0.3,0.3,,,82.0,27.77777778
1222,C,0.0,,9.0,0.4,0.4,30.0,,81.0,27.22222222
1223,C,0.0,4.5,7.0,0.3,0.3,28.0,,81.0,27.22222222
1224,C,0.0,,8.5,0.15,0.15,27.0,,83.0,28.33333333
1225,C,0.0,2.0,,0.4,0.4,25.0,,73.0,22.77777778
1226,C,0.0,4.3,7.0,0.3,0.3,21.0,,66.0,18.88888889
1227,C,0.0,,,0.3,0.3,23.0,,70.0,21.11111111
1228,C,0.0,5.3,7.0,0.35,0.35,28.0,,68.0,20.0
1229,C,,,7.5,0.3,0.3,16.0,,56.0,13.33333333
1230,C,0.0,6.2,7.0,0.5,0.75,5.0,,37.0,2.777777778
1231,C,0.0,5.2,6.5,0.6,0.65,7.0,,40.0,4.444444444
1232,D,0.0,7.6,5.0,1.2,1.6,54.0,,12.0,-11.11111111
1233,D,0.0,,6.0,0.9,0.9,7.0,,57.0,13.88888889
1234,D,0.0,10.0,6.5,2.0,2.0,5.0,,43.0,6.111111111
1235,D,0.0,,6.5,1.9,1.9,4.0,,26.0,-3.333333333
1236,D,,8.8,6.0,1.4,1.4,10.0,,50.0,10.0
1237,D,0.0,7.1,6.0,1.0,1.3,14.0,,46.0,7.777777778
1238,D,0.0,,6.5,1.0,1.3,12.0,,52.0,11.11111111
1239,D,0.0,5.9,6.5,0.9,2.0,20.0,,59.0,15.0
1240,D,0.0,,6.5,1.0,1.1,27.0,,74.0,23.33333333
1241,D,0.0,5.9,6.5,0.9,1.1,21.0,,67.0,19.44444444
1242,D,0.0,3.9,6.5,0.5,0.9,24.0,,82.0,27.77777778
1243,D,0.0,5.2,,0.8,0.9,29.0,,80.0,26.66666667
1244,D,0.0,,7.5,0.8,1.1,31.0,,81.0,27.22222222
1245,D,0.0,5.7,7.0,0.7,0.9,28.0,,80.0,26.66666667
1246,D,0.0,,8.5,0.75,0.9,28.0,,83.0,28.33333333
1247,D,0.0,4.1,8.5,0.5,0.8,26.0,,73.0,22.77777778
1248,D,0.0,3.3,7.0,0.6,0.9,22.0,,66.0,18.88888889
1249,D,0.0,,,0.75,0.85,23.0,,70.0,21.11111111
1250,D,0.0,5.9,7.0,0.75,1.0,28.0,,68.0,20.0
1251,D,,,7.0,0.8,1.1,18.0,,56.0,13.33333333
1252,D,0.0,8.7,7.0,1.0,1.0,5.0,,37.0,2.777777778
1253,D,0.0,6.3,6.0,1.1,1.1,7.0,,40.0,4.444444444
1254,Bay,0.0,9.0,6.5,0.6,0.6,12.0,,54.0,12.22222222
1255,Bay,0.0,10.1,6.5,0.2,0.2,6.0,,47.0,8.333333333
1256,Bay,0.0,8.1,6.5,0.45,0.45,5.0,,42.0,5.555555556
1257,Bay,0.0,9.3,6.5,0.3,0.3,3.0,,26.0,-3.333333333
1258,Bay,,7.2,6.5,0.3,0.4,9.0,,48.0,8.888888889
1259,Bay,0.0,8.7,6.5,0.3,0.37,11.0,,51.0,10.55555556
1260,Bay,0.0,9.9,6.5,0.4,0.45,11.0,,46.0,7.777777778
1261,Bay,0.0,8.7,6.5,0.1,0.2,13.0,,57.0,13.88888889
1262,Bay,0.0,7.2,6.5,0.4,0.7,19.0,,59.0,15.0
1263,Bay,0.0,6.9,7.0,0.5,0.6,20.0,,65.0,18.33333333
1264,Bay,0.0,,6.5,0.45,0.65,24.0,,74.0,23.33333333
1265,Bay,0.0,8.8,6.5,7.4,7.4,20.0,,67.0,19.44444444
1266,Bay,0.0,,7.5,0.9,1.0,28.0,,74.0,23.33333333
1267,Bay,0.0,4.7,7.0,0.3,0.7,27.0,,80.0,26.66666667
1268,Bay,0.0,3.2,8.0,0.45,0.55,28.0,,78.0,25.55555556
1269,Bay,0.0,5.1,7.5,0.4,0.8,26.0,,80.0,26.66666667
1270,Bay,0.0,4.2,8.5,0.5,0.65,25.0,,81.0,27.22222222
1271,Bay,0.0,3.2,8.0,0.5,0.9,25.0,,73.0,22.77777778
1272,Bay,0.0,3.2,7.0,0.4,0.7,23.0,,65.0,18.33333333
1273,Bay,0.0,4.2,,0.4,0.8,21.0,,70.0,21.11111111
1274,Bay,0.0,3.7,7.0,0.4,0.7,28.0,,68.0,20.0
1275,Bay,0.0,4.1,7.0,0.55,0.6,13.0,,57.0,13.88888889
1276,Bay,0.0,6.8,7.0,0.25,0.25,5.0,,37.0,2.777777778
1277,Bay,0.0,6.3,7.0,0.4,0.6,6.0,,39.0,3.888888889
1278,A,0.0,,6.5,1.0,1.3,4.0,,29.0,-1.666666667
1279,A,1.0,,6.5,1.2,1.3,6.0,,42.0,5.555555556
1280,A,0.0,,6.5,0.2,0.9,15.0,,61.0,16.11111111
1281,A,0.0,5.1,6.5,0.7,2.1,12.0,,46.0,7.777777778
1282,A,0.0,,6.5,0.9,0.9,4.0,,45.0,7.222222222
1283,A,0.0,4.8,6.5,0.8,1.5,15.0,,48.0,8.888888889
1284,A,0.0,,7.0,0.5,1.2,14.0,,48.0,8.888888889
1285,A,0.0,4.0,6.5,0.5,1.2,16.0,,59.0,15.0
1286,A,0.0,4.3,7.0,0.6,1.0,22.0,,67.0,19.44444444
1287,A,0.0,,8.2,0.6,0.8,28.0,,79.0,26.11111111
1288,A,1.0,5.2,7.0,0.6,0.7,27.0,,,-17.77777778
1289,A,1.0,,7.0,0.8,0.1,29.0,,86.0,30.0
1290,A,1.0,3.8,6.5,0.7,1.3,32.0,,85.0,29.44444444
1291,A,0.0,,6.5,0.6,1.0,29.0,,80.0,26.66666667
1292,A,,,6.5,0.7,0.9,26.0,,75.0,23.88888889
1293,A,1.0,,,0.5,1.0,28.0,,74.0,23.33333333
1294,A,1.0,6.6,7.0,0.5,0.5,20.0,,68.0,20.0
1295,A,0.0,,6.5,0.8,1.0,21.5,,70.0,21.11111111
1296,A,1.0,,7.0,0.9,0.9,13.0,,45.0,7.222222222
1297,A,1.0,6.8,6.5,0.8,0.85,15.0,,60.0,15.55555556
1298,A,1.0,,6.5,0.5,0.5,8.5,,42.0,5.555555556
1299,A,1.0,,6.5,1.6,1.7,8.0,,48.0,8.888888889
1300,A,1.0,,6.5,0.55,0.55,10.0,,49.0,9.444444444
1301,B,0.0,,7.0,0.4,0.4,0.0,,29.0,-1.666666667
1302,B,1.0,4.9,7.0,0.7,0.9,5.0,,42.0,5.555555556
1303,B,0.0,,7.0,0.45,0.45,15.0,,61.0,16.11111111
1304,B,0.0,6.2,,0.53,0.53,12.0,,47.0,8.333333333
1305,B,0.0,,7.0,,,5.0,,45.0,7.222222222
1306,B,0.0,6.9,8.0,0.6,0.6,13.0,,49.0,9.444444444
1307,B,0.0,,8.5,0.2,0.6,14.0,,48.0,8.888888889
1308,B,0.0,5.3,8.5,0.55,0.55,13.0,,59.0,15.0
1309,B,0.0,,6.5,0.3,1.0,22.0,,70.0,21.11111111
1310,B,0.0,5.2,7.0,0.4,0.4,22.0,,68.0,20.0
1311,B,0.0,,8.0,0.4,0.4,27.0,,79.0,26.11111111
1312,B,1.0,5.9,7.5,0.2,0.4,26.0,,,-17.77777778
1313,B,1.0,,7.0,0.3,0.3,28.0,,87.0,30.55555556
1314,B,1.0,2.8,7.5,2.5,2.5,30.0,,85.0,29.44444444
1315,B,0.0,,8.5,0.35,0.35,28.0,,80.0,26.66666667
1316,B,,,7.0,0.2,0.2,26.0,,75.0,23.88888889
1317,B,1.0,,,0.2,0.2,28.0,,74.0,23.33333333
1318,B,2.0,3.9,7.0,0.1,0.2,20.0,,68.0,20.0
1319,B,0.0,,6.5,0.2,0.3,21.0,,70.0,21.11111111
1320,B,1.0,,7.5,0.3,0.3,11.0,,45.0,7.222222222
1321,B,3.0,7.0,7.5,0.3,0.3,15.0,,60.0,15.55555556
1322,B,1.0,,7.0,0.4,0.5,7.0,,42.0,5.555555556
1323,B,0.0,,,0.4,0.4,8.0,,47.0,8.333333333
1324,B,1.0,,7.0,0.6,0.6,11.0,,49.0,9.444444444
1325,C,0.0,,7.0,0.65,0.7,0.0,,29.0,-1.666666667
1326,C,1.0,,7.0,0.6,0.6,5.0,,42.0,5.555555556
1327,C,0.0,4.3,7.0,0.7,0.7,16.0,,61.0,16.11111111
1328,C,0.0,,7.0,0.7,0.7,12.0,,48.0,8.888888889
1329,C,0.0,5.2,7.0,0.6,0.6,4.0,,45.0,7.222222222
1330,C,0.0,,8.0,0.5,0.5,14.0,,49.0,9.444444444
1331,C,0.0,6.5,7.0,0.3,0.5,13.0,,48.0,8.888888889
1332,C,0.0,2.3,7.0,0.4,0.6,20.0,,70.0,21.11111111
1333,C,0.0,,7.0,0.45,0.6,22.0,,68.0,20.0
1334,C,0.0,5.4,8.0,0.25,0.4,29.0,,78.0,25.55555556
1335,C,2.0,,8.5,0.25,0.5,27.0,,,-17.77777778
1336,C,1.0,5.1,7.0,0.4,0.4,29.0,,87.0,30.55555556
1337,C,1.0,,8.0,0.3,0.4,31.0,,85.0,29.44444444
1338,C,2.0,,7.0,0.35,0.35,28.0,,80.0,26.66666667
1339,C,,5.5,8.0,0.2,0.2,5.5,,75.0,23.88888889
1340,C,1.0,3.1,7.5,0.2,0.2,28.0,,74.0,23.33333333
1341,C,1.0,,8.0,0.1,0.1,21.0,,68.0,20.0
1342,C,0.0,3.9,8.0,0.2,0.2,21.0,,70.0,21.11111111
1343,C,1.0,6.3,8.0,0.4,0.5,10.0,,45.0,7.222222222
1344,C,2.0,,7.5,0.3,0.3,15.0,,60.0,15.55555556
1345,C,1.0,6.3,7.0,0.5,0.5,8.0,,41.0,5.0
1346,C,0.0,7.1,6.0,0.9,1.5,8.0,,47.0,8.333333333
1347,C,1.0,6.4,7.5,0.3,0.5,10.0,,49.0,9.444444444
1348,D,0.0,,6.5,0.8,0.9,3.0,,29.0,-1.666666667
1349,D,1.0,5.1,6.5,0.9,1.3,6.0,,42.0,5.555555556
1350,D,0.0,6.5,6.5,1.9,1.9,15.0,,62.0,16.66666667
1351,D,0.0,,6.5,1.2,1.3,12.0,,48.0,8.888888889
1352,D,0.0,8.1,6.5,1.2,2.0,4.0,,45.0,7.222222222
1353,D,0.0,,6.5,0.9,1.5,13.0,,49.0,9.444444444
1354,D,0.0,7.0,6.5,0.7,1.3,12.0,,47.0,8.333333333
1355,D,0.0,,6.5,0.95,1.2,25.0,,60.0,15.55555556
1356,D,0.0,2.2,6.0,0.3,1.5,20.0,,70.0,21.11111111
1357,D,0.0,,6.5,0.6,1.5,22.0,,68.0,20.0
1358,D,0.0,5.0,7.0,0.7,1.3,28.0,,83.0,28.33333333
1359,D,1.0,,6.5,0.5,1.3,25.0,,,-17.77777778
1360,D,1.0,4.6,7.0,0.6,1.2,27.0,,83.0,28.33333333
1361,D,1.0,,7.5,0.9,1.2,32.0,,85.0,29.44444444
1362,D,0.0,5.0,6.5,0.7,1.2,28.0,,79.0,26.11111111
1363,D,,5.1,6.5,0.6,1.3,26.0,,75.0,23.88888889
1364,D,1.0,6.0,6.5,0.7,1.2,27.0,,73.0,22.77777778
1365,D,0.0,,7.0,0.1,0.15,20.0,,68.0,20.0
1366,D,0.0,6.0,6.5,1.0,1.4,21.0,,69.0,20.55555556
1367,D,1.0,8.1,6.5,1.2,1.4,12.0,,45.0,7.222222222
1368,D,2.0,,6.5,1.0,1.2,15.0,,60.0,15.55555556
1369,D,1.0,6.0,6.5,0.7,1.4,10.0,,41.0,5.0
1370,D,0.0,,6.5,0.35,0.35,7.0,,47.0,8.333333333
1371,D,1.0,6.4,6.5,0.7,1.5,11.0,,49.0,9.444444444
1372,Bay,0.0,,7.0,0.2,0.4,1.0,,29.0,-1.666666667
1373,Bay,1.0,7.1,7.0,0.3,0.3,6.0,,42.0,5.555555556
1374,Bay,0.0,3.0,7.0,0.2,0.8,15.0,,61.0,16.11111111
1375,Bay,0.0,5.3,7.0,0.3,0.7,11.0,,45.0,7.222222222
1376,Bay,0.0,4.0,7.0,0.3,0.7,5.0,,45.0,7.222222222
1377,Bay,0.0,7.5,7.0,0.2,0.7,12.0,,48.0,8.888888889
1378,Bay,1.0,7.9,7.0,0.3,0.4,12.0,,47.0,8.333333333
1379,Bay,0.0,6.4,7.0,0.25,0.25,12.0,,59.0,15.0
1380,Bay,0.0,5.3,7.0,0.3,1.0,20.0,,70.0,21.11111111
1381,Bay,0.0,,7.0,0.6,0.85,19.0,,67.0,19.44444444
1382,Bay,0.0,4.9,7.2,0.6,0.88,26.0,,83.0,28.33333333
1383,Bay,4.0,6.2,7.0,0.5,0.6,24.5,,75.0,23.88888889
1384,Bay,1.0,7.3,8.0,0.4,0.4,26.0,,81.0,27.22222222
1385,Bay,2.0,5.6,8.5,0.6,0.7,28.0,,83.0,28.33333333
1386,Bay,3.0,6.6,8.0,0.7,0.7,26.0,,78.0,25.55555556
1387,Bay,,5.9,8.0,0.6,0.6,23.0,,75.0,23.88888889
1388,Bay,2.0,4.5,6.0,0.7,0.825,25.0,,73.0,22.77777778
1389,Bay,3.0,3.7,8.0,1.0,1.0,20.0,,68.0,20.0
1390,Bay,0.0,5.3,7.0,0.5,0.6,20.0,,68.0,20.0
1391,Bay,3.0,7.0,7.5,0.7,0.9,11.0,,45.0,7.222222222
1392,Bay,3.0,5.9,7.0,0.2,0.3,20.0,,59.0,15.0
1393,Bay,1.0,9.3,7.0,0.7,0.7,9.0,,41.0,5.0
1394,Bay,1.0,6.6,7.0,0.7,0.7,7.0,,47.0,8.333333333
1395,Bay,1.0,5.6,6.5,0.6,0.85,12.0,,49.0,9.444444444
1396,A,,,6.5,0.7,0.7,0.9,,43.7,6.5
1397,A,0.0,6.9,6.5,0.5,0.8,4.0,,38.0,3.333333333
1398,A,0.0,,6.5,0.4,0.4,2.0,,26.0,-3.333333333
1399,A,0.0,5.2,6.5,0.8,0.9,10.0,,55.0,12.77777778
1400,A,,,6.5,0.75,0.75,8.0,,40.0,4.444444444
1401,A,,7.1,6.5,0.6,8.5,9.0,,46.0,7.777777778
1402,A,0.0,,7.0,0.5,0.8,15.0,,48.0,8.888888889
1403,A,0.0,3.7,6.5,0.4,0.6,19.0,,61.0,16.11111111
1404,A,0.0,,6.5,0.4,0.6,22.0,,69.0,20.55555556
1405,A,0.0,4.1,7.0,0.5,0.7,21.0,,61.0,16.11111111
1406,A,0.0,,7.0,0.5,0.5,27.0,,76.0,24.44444444
1407,A,0.0,4.2,7.0,0.5,0.5,16.0,,73.0,22.77777778
1408,A,0.0,,6.5,0.6,0.6,28.0,,76.0,24.44444444
1409,A,0.0,3.2,6.5,0.45,0.45,27.0,,72.0,22.22222222
1410,A,0.0,,6.5,0.5,0.5,30.0,,82.0,27.77777778
1411,A,0.0,3.5,6.5,0.5,0.5,29.0,,80.0,26.66666667
1412,A,0.0,,6.5,0.3,0.6,23.0,,70.0,21.11111111
1413,A,0.0,1.9,6.5,0.3,0.6,24.0,,70.0,21.11111111
1414,A,0.0,,6.5,0.5,0.7,20.0,,69.0,20.55555556
1415,A,0.0,6.3,6.5,0.5,0.5,14.0,,42.0,5.555555556
1416,A,0.0,5.9,,0.5,0.5,16.0,,60.0,15.55555556
1417,A,0.0,,6.5,0.5,0.8,15.0,,58.0,14.44444444
1418,A,0.0,6.4,6.5,0.7,0.7,12.0,,46.0,7.777777778
1419,A,1.0,,6.5,0.5,0.8,11.0,,51.0,10.55555556
1420,B,,,6.5,0.5,0.5,8.0,,43.0,6.111111111
1421,B,0.0,8.0,7.0,0.3,0.3,4.0,,38.0,3.333333333
1422,B,0.0,,7.0,0.4,0.4,1.0,,26.0,-3.333333333
1423,B,0.0,8.0,7.0,0.25,0.25,10.0,,55.0,12.77777778
1424,B,0.0,,7.0,0.2,0.2,8.0,,40.0,4.444444444
1425,B,,8.6,7.0,0.45,0.45,9.0,,44.0,6.666666667
1426,B,0.0,,7.5,0.2,0.2,13.0,,48.0,8.888888889
1427,B,0.0,5.3,8.0,0.4,0.6,21.0,,62.0,16.66666667
1428,B,0.0,,7.0,0.1,0.3,22.0,,69.0,20.55555556
1429,B,0.0,4.8,9.0,0.1,0.3,20.0,,61.0,16.11111111
1430,B,0.0,,7.0,0.9,0.9,28.0,,76.0,24.44444444
1431,B,0.0,0.8,8.5,0.2,0.2,27.0,,73.0,22.77777778
1432,B,0.0,,7.0,0.2,0.2,27.0,,76.0,24.44444444
1433,B,0.0,1.8,7.0,0.5,0.5,25.0,,72.0,22.22222222
1434,B,0.0,,7.5,0.28,0.28,30.0,,82.0,27.77777778
1435,B,0.0,4.3,7.5,0.4,0.4,29.0,,81.0,27.22222222
1436,B,0.0,,7.5,0.5,0.6,21.0,,70.0,21.11111111
1437,B,0.0,1.1,6.5,0.1,0.6,24.0,,78.0,25.55555556
1438,B,0.0,,6.5,0.5,0.5,20.0,,69.0,20.55555556
1439,B,0.0,6.8,7.0,0.5,0.5,13.0,,58.0,14.44444444
1440,B,0.0,,7.0,0.6,0.6,17.0,,60.0,15.55555556
1441,B,0.0,,6.5,0.48,0.48,16.0,,58.0,14.44444444
1442,B,0.0,5.3,7.0,0.58,0.58,10.0,,47.0,8.333333333
1443,B,1.0,,6.5,0.4,0.4,10.0,,51.0,10.55555556
1444,C,,5.9,6.5,0.5,0.5,8.5,,46.0,7.777777778
1445,C,0.0,,7.0,0.5,0.5,4.0,,38.0,3.333333333
1446,C,0.0,8.4,7.0,0.5,0.5,1.0,,26.0,-3.333333333
1447,C,0.0,,7.0,0.5,0.5,11.0,,55.0,12.77777778
1448,C,0.0,7.5,6.5,0.5,0.5,8.0,,40.0,4.444444444
1449,C,,,7.0,0.6,0.6,9.0,,44.0,6.666666667
1450,C,0.0,5.3,6.5,0.5,0.5,12.0,,48.0,8.888888889
1451,C,0.0,,8.5,0.35,0.35,20.0,,63.0,17.22222222
1452,C,0.0,6.0,,0.4,0.4,22.0,,70.0,21.11111111
1453,C,0.0,,8.0,0.4,0.4,20.0,,62.0,16.66666667
1454,C,,3.9,9.0,0.4,0.4,28.0,,75.0,23.88888889
1455,C,0.0,,9.0,0.4,0.8,30.0,,74.0,23.33333333
1456,C,0.0,4.2,6.5,0.35,0.35,26.0,,75.0,23.88888889
1457,C,0.0,,7.0,0.5,0.5,26.0,,73.0,22.77777778
1458,C,0.0,2.5,,0.4,0.4,28.0,,80.0,26.66666667
1459,C,0.0,,7.5,,,29.0,,81.0,27.22222222
1460,C,0.0,4.6,7.5,0.6,0.6,22.0,,70.0,21.11111111
1461,C,0.0,4.2,7.0,0.3,0.3,21.0,,69.0,20.55555556
1462,C,0.0,,7.0,0.25,0.25,14.5,,58.0,14.44444444
1463,C,0.0,,7.5,0.5,0.5,17.0,,60.0,15.55555556
1464,C,0.0,5.3,6.5,0.5,0.5,16.0,,58.0,14.44444444
